Link,home_EOL,away_EOL,home_win,away_win,draw,Error,Retry,Status
https://www.besoccer.com/match/luton-town-fc/stoke-city/202175651,52,66,"
49%
Luton Town
","
25.8%
Stoke City
","
25.2%
Draw
",,False,Success
https://www.besoccer.com/match/middlesbrough-fc/reading-fc/202175652,60,54,"
37.8%
Middlesbrough
","
38.4%
Reading
","
23.8%
Draw
",,False,Success
https://www.besoccer.com/match/rotherham-united/norwich-city-fc/202175654,48,61,"
37.3%
Rotherham United
","
36.2%
Norwich City
","
26.6%
Draw
",,False,Success
https://www.besoccer.com/match/swansea-city-afc/huddersfield-town-fc/202175655,67,56,"
38%
Swansea City
","
31.5%
Huddersfield Town
","
30.4%
Draw
",,False,Success
https://www.besoccer.com/match/wycombe-wanderers/millwall-fc/202175656,41,55,"
31.8%
Wycombe Wanderers
","
43.6%
Millwall
","
24.5%
Draw
",,False,Success
https://www.besoccer.com/match/preston-north-end/cardiff-city-fc/202175653,60,59,"
36.8%
Preston North End
","
36.2%
Cardiff City
","
27%
Draw
",,False,Success
https://www.besoccer.com/match/bristol-city-fc/middlesbrough-fc/202175657,58,61,"
52.6%
Bristol City
","
21.8%
Middlesbrough
","
25.6%
Draw
",,False,Success
https://www.besoccer.com/match/coventry-city/swansea-city-afc/202175658,47,67,"
36.1%
Coventry City
","
36.5%
Swansea City
","
27.5%
Draw
",,False,Success
https://www.besoccer.com/match/millwall-fc/luton-town-fc/202175659,55,52,"
54.4%
Millwall
","
19.6%
Luton Town
","
25.9%
Draw
",,False,Success
https://www.besoccer.com/match/norwich-city-fc/birmingham-city-fc/202175660,61,52,"
44.4%
Norwich City
","
28.8%
Birmingham City
","
26.8%
Draw
",,False,Success
https://www.besoccer.com/match/nottingham-forest-fc/rotherham-united/202175661,59,47,"
24.3%
Nottingham Forest
","
51.6%
Rotherham United
","
24.1%
Draw
",,False,Success
https://www.besoccer.com/match/huddersfield-town-fc/derby-county-fc/202175664,56,59,"
37.8%
Huddersfield Town
","
32%
Derby County
","
30.2%
Draw
",,False,Success
https://www.besoccer.com/match/reading-fc/wycombe-wanderers/202175662,54,40,"
55.3%
Reading
","
21.3%
Wycombe Wanderers
","
23.3%
Draw
",,False,Success
https://www.besoccer.com/match/cardiff-city-fc/afc-bournemouth/202175663,60,63,"
34.2%
Cardiff City
","
38.8%
AFC Bournemouth
","
27.1%
Draw
",,False,Success
https://www.besoccer.com/match/queens-park-rangers-fc/preston-north-end/202175665,54,60,"
54.9%
Queens Park Rangers
","
23.4%
Preston North End
","
21.7%
Draw
",,False,Success
https://www.besoccer.com/match/sheffield-wednesday-fc/brentford/202175666,60,59,"
16.6%
Sheffield Wednesday
","
57.9%
Brentford
","
25.5%
Draw
",,False,Success
https://www.besoccer.com/match/watford-fc/blackburn-rovers-fc/202175667,64,58,"
37%
Watford
","
39.8%
Blackburn Rovers
","
23.2%
Draw
",,False,Success
https://www.besoccer.com/match/stoke-city/barnsley-fc/202175668,66,47,"
50.6%
Stoke City
","
25.6%
Barnsley
","
23.8%
Draw
",,False,Success
https://www.besoccer.com/match/nottingham-forest-fc/derby-county-fc/202175675,59,59,"
32.8%
Nottingham Forest
","
33.5%
Derby County
","
33.7%
Draw
",,False,Success
https://www.besoccer.com/match/watford-fc/afc-bournemouth/202175680,64,63,"
42.4%
Watford
","
31.5%
AFC Bournemouth
","
26.2%
Draw
",,False,Success
https://www.besoccer.com/match/bristol-city-fc/swansea-city-afc/202175669,58,67,"
43.4%
Bristol City
","
28.4%
Swansea City
","
28.2%
Draw
",,False,Success
https://www.besoccer.com/match/cardiff-city-fc/middlesbrough-fc/202175670,60,61,"
42.9%
Cardiff City
","
27.9%
Middlesbrough
","
29.2%
Draw
",,False,Success
https://www.besoccer.com/match/coventry-city/blackburn-rovers-fc/202175671,47,58,"
22.7%
Coventry City
","
56.3%
Blackburn Rovers
","
21%
Draw
",,False,Success
https://www.besoccer.com/match/huddersfield-town-fc/preston-north-end/202175672,56,60,"
37.2%
Huddersfield Town
","
35.6%
Preston North End
","
27.2%
Draw
",,False,Success
https://www.besoccer.com/match/millwall-fc/barnsley-fc/202175673,55,47,"
44%
Millwall
","
31.2%
Barnsley
","
24.8%
Draw
",,False,Success
https://www.besoccer.com/match/norwich-city-fc/wycombe-wanderers/202175674,61,40,"
54%
Norwich City
","
20.9%
Wycombe Wanderers
","
25.1%
Draw
",,False,Success
https://www.besoccer.com/match/queens-park-rangers-fc/birmingham-city-fc/202175676,54,52,"
64.4%
Queens Park Rangers
","
16.5%
Birmingham City
","
19.1%
Draw
",,False,Success
https://www.besoccer.com/match/reading-fc/rotherham-united/202175677,54,47,"
38.8%
Reading
","
37.3%
Rotherham United
","
23.9%
Draw
",,False,Success
https://www.besoccer.com/match/sheffield-wednesday-fc/luton-town-fc/202175678,60,52,"
36.1%
Sheffield Wednesday
","
27.7%
Luton Town
","
36.2%
Draw
",,False,Success
https://www.besoccer.com/match/stoke-city/brentford/202175679,66,59,"
39.1%
Stoke City
","
35.9%
Brentford
","
25%
Draw
",,False,Success
https://www.besoccer.com/match/barnsley-fc/queens-park-rangers-fc/202175681,47,54,"
43.1%
Barnsley
","
29.9%
Queens Park Rangers
","
27%
Draw
",,False,Success
https://www.besoccer.com/match/blackburn-rovers-fc/reading-fc/202175682,58,55,"
43.9%
Blackburn Rovers
","
32%
Reading
","
24.1%
Draw
",,False,Success
https://www.besoccer.com/match/brentford/norwich-city-fc/202175683,59,61,"
62.8%
Brentford
","
17.6%
Norwich City
","
19.6%
Draw
",,False,Success
https://www.besoccer.com/match/middlesbrough-fc/coventry-city/202175684,60,47,"
45.8%
Middlesbrough
","
31.3%
Coventry City
","
22.9%
Draw
",,False,Success
https://www.besoccer.com/match/swansea-city-afc/stoke-city/202175685,67,66,"
35%
Swansea City
","
33%
Stoke City
","
32%
Draw
",,False,Success
https://www.besoccer.com/match/wycombe-wanderers/watford-fc/202175686,40,64,"
34.6%
Wycombe Wanderers
","
37.3%
Watford
","
28.1%
Draw
",,False,Success
https://www.besoccer.com/match/preston-north-end/millwall-fc/202175691,60,55,"
34.6%
Preston North End
","
37.2%
Millwall
","
28.2%
Draw
",,False,Success
https://www.besoccer.com/match/afc-bournemouth/bristol-city-fc/202175687,63,58,"
48.2%
AFC Bournemouth
","
25.4%
Bristol City
","
26.4%
Draw
",,False,Success
https://www.besoccer.com/match/birmingham-city-fc/huddersfield-town-fc/202175688,52,56,"
45.6%
Birmingham City
","
27.5%
Huddersfield Town
","
26.9%
Draw
",,False,Success
https://www.besoccer.com/match/derby-county-fc/cardiff-city-fc/202175689,59,59,"
32.1%
Derby County
","
39.5%
Cardiff City
","
28.3%
Draw
",,False,Success
https://www.besoccer.com/match/luton-town-fc/nottingham-forest-fc/202175690,52,59,"
41.6%
Luton Town
","
33.1%
Nottingham Forest
","
25.3%
Draw
",,False,Success
https://www.besoccer.com/match/rotherham-united/sheffield-wednesday-fc/202175692,47,60,"
39.6%
Rotherham United
","
36%
Sheffield Wednesday
","
24.5%
Draw
",,False,Success
https://www.besoccer.com/match/coventry-city/reading-fc/202175696,47,55,"
26%
Coventry City
","
50.5%
Reading
","
23.4%
Draw
",,False,Success
https://www.besoccer.com/match/bristol-city-fc/norwich-city-fc/202175695,58,61,"
41.5%
Bristol City
","
30.7%
Norwich City
","
27.7%
Draw
",,False,Success
https://www.besoccer.com/match/afc-bournemouth/derby-county-fc/202175693,63,59,"
46.9%
AFC Bournemouth
","
25.5%
Derby County
","
27.6%
Draw
",,False,Success
https://www.besoccer.com/match/barnsley-fc/watford-fc/202175694,47,64,"
46.8%
Barnsley
","
26.1%
Watford
","
27.1%
Draw
",,False,Success
https://www.besoccer.com/match/luton-town-fc/brentford/202175697,52,60,"
32.7%
Luton Town
","
43.6%
Brentford
","
23.7%
Draw
",,False,Success
https://www.besoccer.com/match/middlesbrough-fc/nottingham-forest-fc/202175698,60,59,"
44.2%
Middlesbrough
","
28.8%
Nottingham Forest
","
27%
Draw
",,False,Success
https://www.besoccer.com/match/millwall-fc/huddersfield-town-fc/202175699,55,56,"
43.7%
Millwall
","
28%
Huddersfield Town
","
28.2%
Draw
",,False,Success
https://www.besoccer.com/match/preston-north-end/birmingham-city-fc/202175700,60,52,"
40.2%
Preston North End
","
29.7%
Birmingham City
","
30.1%
Draw
",,False,Success
https://www.besoccer.com/match/queens-park-rangers-fc/cardiff-city-fc/202175701,54,59,"
46.5%
Queens Park Rangers
","
30.7%
Cardiff City
","
22.7%
Draw
",,False,Success
https://www.besoccer.com/match/stoke-city/rotherham-united/202175702,66,47,"
53.4%
Stoke City
","
25.4%
Rotherham United
","
21.2%
Draw
",,False,Success
https://www.besoccer.com/match/swansea-city-afc/blackburn-rovers-fc/202175703,67,58,"
24.9%
Swansea City
","
51.7%
Blackburn Rovers
","
23.4%
Draw
",,False,Success
https://www.besoccer.com/match/wycombe-wanderers/sheffield-wednesday-fc/202175704,40,60,"
29.5%
Wycombe Wanderers
","
46.7%
Sheffield Wednesday
","
23.8%
Draw
",,False,Success
https://www.besoccer.com/match/brentford/swansea-city-afc/202175706,60,67,"
57%
Brentford
","
19.5%
Swansea City
","
23.5%
Draw
",,False,Success
https://www.besoccer.com/match/huddersfield-town-fc/bristol-city-fc/202175708,56,58,"
40.3%
Huddersfield Town
","
31.2%
Bristol City
","
28.5%
Draw
",,False,Success
https://www.besoccer.com/match/norwich-city-fc/millwall-fc/202175709,61,55,"
37.4%
Norwich City
","
36.1%
Millwall
","
26.6%
Draw
",,False,Success
https://www.besoccer.com/match/sheffield-wednesday-fc/afc-bournemouth/202175710,60,63,"
18.8%
Sheffield Wednesday
","
52.5%
AFC Bournemouth
","
28.7%
Draw
",,False,Success
https://www.besoccer.com/match/blackburn-rovers-fc/middlesbrough-fc/202175705,58,61,"
48.7%
Blackburn Rovers
","
25.4%
Middlesbrough
","
25.9%
Draw
",,False,Success
https://www.besoccer.com/match/cardiff-city-fc/barnsley-fc/202175707,59,47,"
40%
Cardiff City
","
33.2%
Barnsley
","
26.8%
Draw
",,False,Success
https://www.besoccer.com/match/watford-fc/stoke-city/202175715,64,66,"
49.7%
Watford
","
23.7%
Stoke City
","
26.6%
Draw
",,False,Success
https://www.besoccer.com/match/reading-fc/preston-north-end/202175716,55,60,"
35.5%
Reading
","
38%
Preston North End
","
26.5%
Draw
",,False,Success
https://www.besoccer.com/match/birmingham-city-fc/wycombe-wanderers/202175711,52,40,"
60.5%
Birmingham City
","
17.9%
Wycombe Wanderers
","
21.7%
Draw
",,False,Success
https://www.besoccer.com/match/derby-county-fc/queens-park-rangers-fc/202175712,59,54,"
45.2%
Derby County
","
25.1%
Queens Park Rangers
","
29.7%
Draw
",,False,Success
https://www.besoccer.com/match/nottingham-forest-fc/coventry-city/202175713,59,47,"
31.3%
Nottingham Forest
","
41%
Coventry City
","
27.7%
Draw
",,False,Success
https://www.besoccer.com/match/rotherham-united/luton-town-fc/202175714,47,52,"
58.5%
Rotherham United
","
17.7%
Luton Town
","
23.8%
Draw
",,False,Success
https://www.besoccer.com/match/cardiff-city-fc/bristol-city-fc/202175720,59,58,"
37.4%
Cardiff City
","
33.7%
Bristol City
","
28.9%
Draw
",,False,Success
https://www.besoccer.com/match/reading-fc/stoke-city/202175725,55,66,"
37.6%
Reading
","
33.9%
Stoke City
","
28.4%
Draw
",,False,Success
https://www.besoccer.com/match/birmingham-city-fc/afc-bournemouth/202175717,52,63,"
33.8%
Birmingham City
","
41%
AFC Bournemouth
","
25.2%
Draw
",,False,Success
https://www.besoccer.com/match/blackburn-rovers-fc/queens-park-rangers-fc/202175718,58,54,"
53.6%
Blackburn Rovers
","
21.3%
Queens Park Rangers
","
25.1%
Draw
",,False,Success
https://www.besoccer.com/match/brentford/middlesbrough-fc/202175719,60,61,"
61.3%
Brentford
","
17.2%
Middlesbrough
","
21.5%
Draw
",,False,Success
https://www.besoccer.com/match/derby-county-fc/barnsley-fc/202175721,59,47,"
40%
Derby County
","
32.5%
Barnsley
","
27.5%
Draw
",,False,Success
https://www.besoccer.com/match/huddersfield-town-fc/luton-town-fc/202175722,56,52,"
51.4%
Huddersfield Town
","
20.1%
Luton Town
","
28.6%
Draw
",,False,Success
https://www.besoccer.com/match/norwich-city-fc/swansea-city-afc/202175723,61,67,"
32.9%
Norwich City
","
33.9%
Swansea City
","
33.1%
Draw
",,False,Success
https://www.besoccer.com/match/nottingham-forest-fc/wycombe-wanderers/202175724,59,40,"
41.8%
Nottingham Forest
","
30%
Wycombe Wanderers
","
28.2%
Draw
",,False,Success
https://www.besoccer.com/match/rotherham-united/preston-north-end/202175726,47,60,"
35.2%
Rotherham United
","
41.4%
Preston North End
","
23.4%
Draw
",,False,Success
https://www.besoccer.com/match/sheffield-wednesday-fc/millwall-fc/202175727,60,55,"
25.9%
Sheffield Wednesday
","
41.9%
Millwall
","
32.2%
Draw
",,False,Success
https://www.besoccer.com/match/watford-fc/coventry-city/202175728,64,47,"
59.4%
Watford
","
20.8%
Coventry City
","
19.8%
Draw
",,False,Success
https://www.besoccer.com/match/coventry-city/birmingham-city-fc/202175732,44,53,"
41.5%
Coventry City
","
31.8%
Birmingham City
","
26.8%
Draw
",,False,Success
https://www.besoccer.com/match/afc-bournemouth/reading-fc/202175729,72,56,"
46.8%
AFC Bournemouth
","
30.3%
Reading
","
22.9%
Draw
",,False,Success
https://www.besoccer.com/match/barnsley-fc/nottingham-forest-fc/202175730,49,61,"
38.7%
Barnsley
","
34.6%
Nottingham Forest
","
26.7%
Draw
",,False,Success
https://www.besoccer.com/match/bristol-city-fc/derby-county-fc/202175731,60,61,"
48.8%
Bristol City
","
25.2%
Derby County
","
26%
Draw
",,False,Success
https://www.besoccer.com/match/luton-town-fc/blackburn-rovers-fc/202175733,53,59,"
26.4%
Luton Town
","
51.8%
Blackburn Rovers
","
21.8%
Draw
",,False,Success
https://www.besoccer.com/match/middlesbrough-fc/norwich-city-fc/202175734,61,70,"
33.5%
Middlesbrough
","
39.6%
Norwich City
","
27%
Draw
",,False,Success
https://www.besoccer.com/match/millwall-fc/cardiff-city-fc/202175735,57,61,"
28.8%
Millwall
","
44.5%
Cardiff City
","
26.7%
Draw
",,False,Success
https://www.besoccer.com/match/preston-north-end/sheffield-wednesday-fc/202175736,61,61,"
32%
Preston North End
","
35.1%
Sheffield Wednesday
","
32.8%
Draw
",,False,Success
https://www.besoccer.com/match/queens-park-rangers-fc/watford-fc/202175737,55,64,"
63.4%
Queens Park Rangers
","
14.7%
Watford
","
21.9%
Draw
",,False,Success
https://www.besoccer.com/match/stoke-city/huddersfield-town-fc/202175738,68,58,"
51%
Stoke City
","
23.7%
Huddersfield Town
","
25.3%
Draw
",,False,Success
https://www.besoccer.com/match/swansea-city-afc/rotherham-united/202175739,69,45,"
47.1%
Swansea City
","
27.9%
Rotherham United
","
25%
Draw
",,False,Success
https://www.besoccer.com/match/wycombe-wanderers/brentford/202175740,34,61,"
14.7%
Wycombe Wanderers
","
68.1%
Brentford
","
17.1%
Draw
",,False,Success
https://www.besoccer.com/match/luton-town-fc/birmingham-city-fc/202175743,54,53,"
51%
Luton Town
","
22.8%
Birmingham City
","
26.2%
Draw
",,False,Success
https://www.besoccer.com/match/queens-park-rangers-fc/rotherham-united/202175745,55,44,"
66.7%
Queens Park Rangers
","
15.8%
Rotherham United
","
17.5%
Draw
",,False,Success
https://www.besoccer.com/match/stoke-city/norwich-city-fc/202175746,68,70,"
41.4%
Stoke City
","
31.4%
Norwich City
","
27.2%
Draw
",,False,Success
https://www.besoccer.com/match/wycombe-wanderers/huddersfield-town-fc/202175752,34,58,"
26.1%
Wycombe Wanderers
","
49.8%
Huddersfield Town
","
24.2%
Draw
",,False,Success
https://www.besoccer.com/match/barnsley-fc/brentford/202175742,49,61,"
30.1%
Barnsley
","
46.6%
Brentford
","
23.3%
Draw
",,False,Success
https://www.besoccer.com/match/preston-north-end/blackburn-rovers-fc/202175744,61,59,"
23%
Preston North End
","
52.3%
Blackburn Rovers
","
24.7%
Draw
",,False,Success
https://www.besoccer.com/match/afc-bournemouth/nottingham-forest-fc/202175741,72,61,"
61%
AFC Bournemouth
","
16.7%
Nottingham Forest
","
22.3%
Draw
",,False,Success
https://www.besoccer.com/match/middlesbrough-fc/derby-county-fc/202175749,61,61,"
44.4%
Middlesbrough
","
26.9%
Derby County
","
28.7%
Draw
",,False,Success
https://www.besoccer.com/match/millwall-fc/reading-fc/202175750,57,56,"
25.8%
Millwall
","
49.9%
Reading
","
24.3%
Draw
",,False,Success
https://www.besoccer.com/match/bristol-city-fc/watford-fc/202175747,60,64,"
47.9%
Bristol City
","
21.8%
Watford
","
30.3%
Draw
",,False,Success
https://www.besoccer.com/match/coventry-city/cardiff-city-fc/202175748,44,61,"
28.9%
Coventry City
","
46.6%
Cardiff City
","
24.5%
Draw
",,False,Success
https://www.besoccer.com/match/swansea-city-afc/sheffield-wednesday-fc/202175751,69,61,"
48.3%
Swansea City
","
23.1%
Sheffield Wednesday
","
28.5%
Draw
",,False,Success
https://www.besoccer.com/match/brentford/queens-park-rangers-fc/202175755,61,55,"
66.7%
Brentford
","
14.1%
Queens Park Rangers
","
19.2%
Draw
",,False,Success
https://www.besoccer.com/match/reading-fc/bristol-city-fc/202175761,57,59,"
35.5%
Reading
","
35.8%
Bristol City
","
28.7%
Draw
",,False,Success
https://www.besoccer.com/match/birmingham-city-fc/millwall-fc/202175753,54,57,"
42.2%
Birmingham City
","
31.7%
Millwall
","
26.2%
Draw
",,False,Success
https://www.besoccer.com/match/blackburn-rovers-fc/barnsley-fc/202175754,59,49,"
51.8%
Blackburn Rovers
","
25.3%
Barnsley
","
22.9%
Draw
",,False,Success
https://www.besoccer.com/match/cardiff-city-fc/luton-town-fc/202175756,61,54,"
52.8%
Cardiff City
","
19.8%
Luton Town
","
27.4%
Draw
",,False,Success
https://www.besoccer.com/match/derby-county-fc/wycombe-wanderers/202175757,61,34,"
58.8%
Derby County
","
15.2%
Wycombe Wanderers
","
26%
Draw
",,False,Success
https://www.besoccer.com/match/huddersfield-town-fc/middlesbrough-fc/202175758,58,61,"
41.5%
Huddersfield Town
","
27.7%
Middlesbrough
","
30.8%
Draw
",,False,Success
https://www.besoccer.com/match/norwich-city-fc/coventry-city/202175759,70,44,"
63.3%
Norwich City
","
15.1%
Coventry City
","
21.6%
Draw
",,False,Success
https://www.besoccer.com/match/rotherham-united/afc-bournemouth/202175762,45,72,"
21.8%
Rotherham United
","
57.8%
AFC Bournemouth
","
20.4%
Draw
",,False,Success
